-us-judgment-us-1808-02-8us347-main, Citation(3,Rob.,108,-1), 8
-us-judgment-us-1808-02-8us398-main, Citation(1,Wash.,139,-1), 1
-us-judgment-us-1808-02-8us401-main, Citation(1,Wash.,139,-1), 1
-us-judgment-us-1808-02-8us421-main, Citation(2,Dall.,396,-1), 2
-us-judgment-us-1808-02-8us421-main, Citation(2,Wash.,281,-1), 1
-us-judgment-us-1808-02-8us443-main, Citation(2,Rob.,189,-1), 1
-us-judgment-us-1809-02-9us100-main, Citation(4,Dall.,250,-1), 1
-us-judgment-us-1809-02-9us100-main, Citation(1,Rob.,11,-1), 1
-us-judgment-us-1809-02-9us142-main, Citation(2,Wash.,219,-1), 3
-us-judgment-us-1809-02-9us142-main, Citation(3,Dal.,415,-1), 1
-us-judgment-us-1809-02-9us187-main, Citation(1,Wash.,389,-1), 3
-us-judgment-us-1809-02-9us187-main, Citation(3,Dal.,415,-1), 1
-us-judgment-us-1809-02-9us19-main, Citation(2,Wash.,301,-1), 2
-us-judgment-us-1809-02-9us191-main, Citation(1,Wash.,116,-1), 5
-us-judgment-us-1809-02-9us234-main, Citation(2,Wash.,106,-1), 6
-us-judgment-us-1809-02-9us257-main, Citation(4,Dal.,440,-1), 1
-us-judgment-us-1809-02-9us262-main, Citation(1,Wash.,14,-1), 1
-us-judgment-us-1809-02-9us281-main, Citation(4,Dal.,373,-1), 2
-us-judgment-us-1809-02-9us289-harrisonvsterry1809-main, Citation(1,Johns.,123,-1), 1
-us-judgment-us-1809-02-9us313-main, Citation(3,Dal.,332,-1), 2
-us-judgment-us-1809-02-9us335-main, Citation(1,Rob.,296,-1), 1
-us-judgment-us-1809-02-9us34-main, Citation(1,Wash.,77,-1), 1
-us-judgment-us-1809-02-9us358-main, Citation(1,Wash.,308,-1), 1
-us-judgment-us-1809-02-9us57-main, Citation(3,Dal.,382,-1), 1
-us-judgment-us-1809-02-9us61-main, Citation(4,Dal.,330,-1), 5
-us-judgment-us-1810-02-10us206-main, Citation(3,Dall.,321,-1), 2
-us-judgment-us-1810-02-10us206-main, Citation(1,Wash.,313,-1), 1
-us-judgment-us-1810-02-10us253-main, Citation(1,Johns.,36,-1), 1
-us-judgment-us-1810-02-10us29-main, Citation(1,Johns.,256,-1), 1
-us-judgment-us-1810-02-10us29-main, Citation(1,Marsh.,65,-1), 1
-us-judgment-us-1810-02-10us29-main, Citation(1,Rob.,144,-1), 6
-us-judgment-us-1810-02-10us51-main, Citation(2,Wash.,200,-1), 1
-us-judgment-us-1810-02-10us71-main, Citation(1,Johns.,301,-1), 6
-us-judgment-us-1810-02-10us71-main, Citation(1,Rob.,146,-1), 2
-us-judgment-us-1810-02-10us71-main, Citation(4,Dal.,417,-1), 1
-us-judgment-us-1810-02-10us82-main, Citation(1,Call,483,-1), 1
-us-judgment-us-1810-02-10us87-main, Citation(2,Dal.,320,-1), 2
-us-judgment-us-1812-02-11us116-main, Citation(1,Dall.,77,-1), 4
-us-judgment-us-1812-02-11us116-main, Citation(3,Rob.,269,-1), 1
-us-judgment-us-1812-02-11us116-main, Citation(4,Cranch,279,-1), 2
-us-judgment-us-1812-02-11us194-main, Citation(2,Wash.,149,-1), 1
-us-judgment-us-1812-02-11us194-main, Citation(2,Dal.,303,-1), 1
-us-judgment-us-1812-02-11us194-main, Citation(5,Bur.,2614,-1), 1
-us-judgment-us-1812-02-11us194-main, Citation(1,Cranch,283,-1), 1
-us-judgment-us-1812-02-11us208-main, Citation(1,Wash.,257,-1), 2
-us-judgment-us-1813-02-11us288-main, Citation(1,Wash.,94,-1), 1
-us-judgment-us-1813-02-11us290-main, Citation(2,Wash.,148,-1), 1
-us-judgment-us-1813-02-11us332-main, Citation(2,Wash.,36,-1), 1
-us-judgment-us-1813-02-11us332-main, Citation(1,Marsh.,123,-1), 2
-us-judgment-us-1813-02-11us423-main, Citation(4,Cr.,292,-1), 8
-us-judgment-us-1813-02-11us423-main, Citation(4,Rob.,35,-1), 9
-us-judgment-us-1813-02-11us436-main, Citation(1,Dall.,375,-1), 2
-us-judgment-us-1813-02-11us481-main, Citation(2,Dall.,302,-1), 1
-us-judgment-us-1813-02-11us481-main, Citation(1,Dal.,261,-1), 1
-us-judgment-us-1813-02-11us506-main, Citation(1,Rob.,105,-1), 2
-us-judgment-us-1813-02-11us603-main, Citation(1,Edw.,3,-1), 1
-us-judgment-us-1813-02-11us603-main, Citation(14,H.,4,-1), 5
-us-judgment-us-1813-02-11us603-main, Citation(2,Wash.,106,-1), 3
-us-judgment-us-1813-02-11us603-main, Citation(5,Rob.,102,-1), 1
-us-judgment-us-1814-02-09-12us66-main, Citation(1,Wash.,96,-1), 1
-us-judgment-us-1814-02-09-12us9-main, Citation(13,Edw.,1,-1), 1
-us-judgment-us-1814-02-15-12us398-main, Citation(21,Edw.,4,-1), 2
-us-judgment-us-1814-02-15-12us398-main, Citation(1,H.,7,-1), 1
-us-judgment-us-1814-02-17-12us39-main, Citation(1,Cr.,214,-1), 1
-us-judgment-us-1814-03-02-12us110-main, Citation(1,Edw.,102,-1), 1
-us-judgment-us-1814-03-02-12us110-main, Citation(3,Dall.,281,-1), 4
-us-judgment-us-1814-03-02-12us110-main, Citation(3,H.,8,-1), 1
-us-judgment-us-1814-03-02-12us110-main, Citation(1,Rob.,228,-1), 10
-us-judgment-us-1814-03-07-12us155-main, Citation(2,Rob.,76,-1), 17
-us-judgment-us-1814-03-07-12us169-main, Citation(6,Rob.,21,-1), 6
-us-judgment-us-1814-03-07-12us181-main, Citation(4,Rob.,65,-1), 8
-us-judgment-us-1814-03-07-12us203-main, Citation(1,Rob.,167,-1), 10
-us-judgment-us-1814-03-11-12us229-main, Citation(25,Edw.,3,-1), 1
-us-judgment-us-1814-03-12-12us253-main, Citation(1,Rob.,97,-1), 58
-us-judgment-us-1814-03-12-12us317-main, Citation(4,Rob.,21,-1), 10
-us-judgment-us-1814-03-12-12us335-main, Citation(1,Rob.,238,-1), 16
-us-judgment-us-1814-03-12-12us354-main, Citation(2,Rob.,111,-1), 11
-us-judgment-us-1814-03-12-12us363-main, Citation(5,Rob.,99,-1), 10
-us-judgment-us-1814-03-15-12us382-main, Citation(1,Rob.,219,-1), 1
-us-judgment-us-1814-03-15-12us388-main, Citation(4,Rob.,161,-1), 16
-us-judgment-us-1814-03-15-12us418-main, Citation(5,Rob.,196,-1), 1
-us-judgment-us-1814-03-16-12us421-main, Citation(1,Rob.,10,-1), 3
-us-judgment-us-1814-03-16-12us434-main, Citation(1,Rob.,100,-1), 15
-us-judgment-us-1814-03-16-12us444-main, Citation(4,Rob.,232,-1), 2
-us-judgment-us-1814-03-16-12us456-main, Citation(1,Rob.,184,-1), 6
-us-judgment-us-1815-02-17-13us43-main, Citation(12,H.,7,-1), 3
-us-judgment-us-1815-02-21-13us76-main, Citation(3,Dall.,38,-1), 1
-us-judgment-us-1815-02-21-13us87-main, Citation(6,Cranch,70,-1), 2
-us-judgment-us-1815-02-25-13us126-main, Citation(1,Rob.,170,-1), 7
-us-judgment-us-1815-03-02-13us183-main, Citation(6,Rob.,329,-1), 2
-us-judgment-us-1815-03-04-13us191-main, Citation(5,Rob.,26,-1), 5
-us-judgment-us-1815-03-07-13us212-main, Citation(4,Dall.,282,-1), 2
-us-judgment-us-1815-03-10-13us244-main, Citation(3,Dall.,188,-1), 1
-us-judgment-us-1815-03-10-13us244-main, Citation(1,Rob.,151,-1), 13
-us-judgment-us-1815-03-10-13us292-main, Citation(5,Edw.,4,-1), 1
-us-judgment-us-1815-03-10-13us292-main, Citation(11,H.,4,-1), 3
-us-judgment-us-1815-03-11-13us374-main, Citation(3,Dall.,397,-1), 1
-us-judgment-us-1815-03-11-13us388-main, Citation(1,Rob.,67,-1), 13
-us-judgment-us-1815-03-11-13us456-main, Citation(5,C.,2,-1), 1
-us-judgment-us-1816-02-14us112-main, Citation(3,Rob.,68,-1), 1
-us-judgment-us-1816-02-14us125-main, Citation(1,Rob.,135,-1), 1
-us-judgment-us-1816-02-14us159-main, Citation(5,Rob.,20,-1), 9
-us-judgment-us-1816-02-14us20-main, Citation(4,Rob.,73,-1), 1
-us-judgment-us-1816-02-14us215-main, Citation(3,Dall.,355,-1), 3
-us-judgment-us-1816-02-14us219-main, Citation(1,Johns. Cas.,141,-1), 1
-us-judgment-us-1816-02-14us238-main, Citation(3,Dall.,133,-1), 3
-us-judgment-us-1816-02-14us382-main, Citation(1,Rob.,237,-1), 16
-us-judgment-us-1816-02-14us417-main, Citation(3,Rob.,111,-1), 1
-us-judgment-us-1816-02-14us440-main, Citation(6,Rob.,132,-1), 2
-us-judgment-us-1816-02-14us46-main, Citation(1,Johns. Cas.,363,-1), 3
-us-judgment-us-1816-02-14us62-main, Citation(3,Rob.,147,-1), 5
-us-judgment-us-1816-02-14us9-main, Citation(2,Rob.,245,-1), 1
-us-judgment-us-1817-02-15us1-main, Citation(3,Alk.,662,-1), 1
-us-judgment-us-1817-02-15us111-main, Citation(1,Dall.,238,-1), 1
-us-judgment-us-1817-02-15us132-main, Citation(5,Rob.,97,-1), 2
-us-judgment-us-1817-02-15us143-main, Citation(1,Wheat.,440,-1), 1
-us-judgment-us-1817-02-15us161-main, Citation(2,Rob.,1,-1), 4
-us-judgment-us-1817-02-15us178-main, Citation(2,Johns. Cas.,60,-1), 1
-us-judgment-us-1817-02-15us227-main, Citation(2,Rob.,361,-1), 5
-us-judgment-us-1817-02-15us306-main, Citation(41,Edw.,3,-1), 1
-us-judgment-us-1817-02-15us327-main, Citation(4,Rob.,314,-1), 1
-us-judgment-us-1817-02-15us345-main, Citation(4,Rob.,314,-1), 1
-us-judgment-us-1817-02-15us396-main, Citation(1,Dall.,373,-1), 2
-us-judgment-us-1817-02-15us45-main, Citation(3,Dall.,384,-1), 4
-us-judgment-us-1818-02-16us1-main, Citation(28,Barb.,653,-1), 1
-us-judgment-us-1818-02-16us1-main, Citation(4,Johns.,75,-1), 1
-us-judgment-us-1818-02-16us1-main, Citation(2,Mass.,244,-1), 1
-us-judgment-us-1818-02-16us1-main, Citation(4,Cr.,321,-1), 4
-us-judgment-us-1818-02-16us1-main, Citation(2,Johns. Cas.,29,-1), 2
-us-judgment-us-1818-02-16us1-main, Citation(1,Wheat.,304,-1), 1
-us-judgment-us-1818-02-16us101-main, Citation(2,Marsh.,81,-1), 1
-us-judgment-us-1818-02-16us101-main, Citation(5,Binn.,195,-1), 2
-us-judgment-us-1818-02-16us101-main, Citation(7,Cranch,69,-1), 3
-us-judgment-us-1818-02-16us101-main, Citation(8,Johns.,119,-1), 3
-us-judgment-us-1818-02-16us101-main, Citation(7,Mass.,301,-1), 3
-us-judgment-us-1818-02-16us101-main, Citation(2,Johns. Cas.,409,-1), 1
-us-judgment-us-1818-02-16us101-main, Citation(2,Johns. Ch.,554,-1), 2
-us-judgment-us-1818-02-16us14-main, Citation(5,Rob.,98,-1), 1
-us-judgment-us-1818-02-16us159-main, Citation(4,Dall.,274,-1), 1
-us-judgment-us-1818-02-16us159-main, Citation(7,Cranch,26,-1), 2
-us-judgment-us-1818-02-16us168-main, Citation(11,Johns.,40,-1), 3
-us-judgment-us-1818-02-16us168-main, Citation(8,Mass.,308,-1), 1
-us-judgment-us-1818-02-16us183-main, Citation(4,Dall.,417,-1), 1
-us-judgment-us-1818-02-16us183-main, Citation(8,Cranch,59,-1), 3
-us-judgment-us-1818-02-16us183-main, Citation(1,Johns.,249,-1), 2
-us-judgment-us-1818-02-16us183-main, Citation(1,Rob.,93,-1), 9
-us-judgment-us-1818-02-16us183-main, Citation(6,Id.,364,-1), 2
-us-judgment-us-1818-02-16us183-main, Citation(2,Caines,1,-1), 1
-us-judgment-us-1818-02-16us200-main, Citation(4,Dall.,306,-1), 1
-us-judgment-us-1818-02-16us200-main, Citation(2,Caines Cas.,215,-1), 1
-us-judgment-us-1818-02-16us200-main, Citation(9,Cranch,298,-1), 1
-us-judgment-us-1818-02-16us204-main, Citation(1,Marsh.,39,-1), 1
-us-judgment-us-1818-02-16us204-main, Citation(8,Cranch,181,-1), 1
-us-judgment-us-1818-02-16us204-main, Citation(13,Mass.,26,-1), 1
-us-judgment-us-1818-02-16us204-main, Citation(2,Id.,143,-1), 8
-us-judgment-us-1818-02-16us204-main, Citation(1,Wheat.,440,-1), 1
-us-judgment-us-1818-02-16us212-main, Citation(2,Wheat.,25,-1), 1
-us-judgment-us-1818-02-16us212-main, Citation(7,Cranch,115,-1), 1
-us-judgment-us-1818-02-16us231-main, Citation(1,Wheat.,179,-1), 1
-us-judgment-us-1818-02-16us234-main, Citation(15,Johns.,121,-1), 1
-us-judgment-us-1818-02-16us234-main, Citation(7,Cranch,481,-1), 1
-us-judgment-us-1818-02-16us236-main, Citation(2,Wheat.,161,-1), 1
-us-judgment-us-1818-02-16us246-main, Citation(2,Doug.,594,-1), 2
-us-judgment-us-1818-02-16us246-main, Citation(4,Cranch,241,-1), 3
-us-judgment-us-1818-02-16us246-main, Citation(13,Johns.,576,-1), 3
-us-judgment-us-1818-02-16us246-main, Citation(4,Cr.,292,-1), 4
-us-judgment-us-1818-02-16us246-main, Citation(1,Johns. Cas.,127,-1), 1
-us-judgment-us-1818-02-16us246-main, Citation(2,Wheat.,18,-1), 3
-us-judgment-us-1818-02-16us336-main, Citation(3,Dall.,297,-1), 2
-us-judgment-us-1818-02-16us336-main, Citation(7,Cranch,116,-1), 4
-us-judgment-us-1818-02-16us336-main, Citation(10,Johns.,310,-1), 1
-us-judgment-us-1818-02-16us336-main, Citation(6,Rob.,460,-1), 3
-us-judgment-us-1818-02-16us336-main, Citation(1,Wheat.,333,-1), 2
-us-judgment-us-1818-02-16us392-main, Citation(9,Cranch,104,-1), 1
-us-judgment-us-1818-02-16us409-main, Citation(1,Wheat.,417,-1), 2
-us-judgment-us-1818-02-16us409-main, Citation(9,Cranch,388,-1), 2
-us-judgment-us-1818-02-16us435-main, Citation(1,Wheat.,408,-1), 1
-us-judgment-us-1818-02-16us435-main, Citation(1,Rob.,34,-1), 9
-us-judgment-us-1818-02-16us435-main, Citation(9,Cranch,368,-1), 1
-us-judgment-us-1818-02-16us454-main, Citation(2,Cranch,386,-1), 1
-us-judgment-us-1818-02-16us541-main, Citation(14,Pet.,141,-1), 1
-us-judgment-us-1818-02-16us541-main, Citation(3,Cranch,174,-1), 1
-us-judgment-us-1818-02-16us541-main, Citation(2,Id.,112,-1), 1
-us-judgment-us-1818-02-16us541-main, Citation(97,U.S.,628,-1), 1
-us-judgment-us-1818-02-16us541-main, Citation(1,Johns. Cas.,76,-1), 1
-us-judgment-us-1818-02-16us541-main, Citation(11,Wheat.,361,-1), 1
-us-judgment-us-1818-02-16us546-main, Citation(3,Dall.,332,-1), 1
-us-judgment-us-1818-02-16us546-main, Citation(2,Black,635,-1), 1
-us-judgment-us-1818-02-16us546-main, Citation(3,Rob.,208,-1), 1
-us-judgment-us-1818-02-16us546-main, Citation(9,Id.,362,-1), 1
-us-judgment-us-1818-02-16us546-main, Citation(5,Wheat.,385,-1), 2
-us-judgment-us-1818-02-16us563-main, Citation(2,Doug.,737,-1), 2
-us-judgment-us-1818-02-16us563-main, Citation(16,Wend.,61,-1), 1
-us-judgment-us-1818-02-16us563-main, Citation(3,Whart.,62,-1), 1
-us-judgment-us-1818-02-16us563-main, Citation(8,Wall.,202,-1), 1
-us-judgment-us-1818-02-16us563-main, Citation(5,Paige,318,-1), 2
-us-judgment-us-1818-02-16us591-main, Citation(18,How.,507,-1), 1
-us-judgment-us-1818-02-16us594-main, Citation(5,Cranch,234,-1), 2
-us-judgment-us-1818-02-16us601-main, Citation(3,Cranch,337,-1), 1
-us-judgment-us-1818-02-16us610-main, Citation(4,Wheat.,298,-1), 2
-us-judgment-us-1818-02-16us610-main, Citation(4,Cranch,292,-1), 3
-us-judgment-us-1818-02-16us78-thestar1818-main, Citation(1,Rob.,5,-1), 6
-us-judgment-us-1818-02-16us78-thestar1818-main, Citation(9,Cranch,244,-1), 1
-us-judgment-us-1819-02-17us100-main, Citation(1,Rob.,219,-1), 1
-us-judgment-us-1819-02-17us100-main, Citation(8,Cranch,421,-1), 1
-us-judgment-us-1819-02-17us103-main, Citation(6,Id.,387,-1), 1
-us-judgment-us-1819-02-17us103-main, Citation(3,Rob.,167,-1), 1
-us-judgment-us-1819-02-17us103-main, Citation(8,Cranch,451,-1), 1
-us-judgment-us-1819-02-17us105-main, Citation(1,Rob.,14,-1), 2
-us-judgment-us-1819-02-17us108-main, Citation(3,Id.,73,-1), 4
-us-judgment-us-1819-02-17us108-main, Citation(2,Wheat.,396,-1), 5
-us-judgment-us-1819-02-17us108-main, Citation(7,Cranch,98,-1), 14
-us-judgment-us-1819-02-17us209-main, Citation(4,Binn.,201,-1), 1
-us-judgment-us-1819-02-17us209-main, Citation(3,Dall.,370,-1), 1
-us-judgment-us-1819-02-17us209-main, Citation(2,Johns.,235,-1), 1
-us-judgment-us-1819-02-17us209-main, Citation(13,Mass.,1,-1), 1
-us-judgment-us-1819-02-17us209-main, Citation(1,Id.,188,-1), 8
-us-judgment-us-1819-02-17us209-main, Citation(3,Caines,154,-1), 1
-us-judgment-us-1819-02-17us209-main, Citation(2,Johns. Ch.,511,-1), 1
-us-judgment-us-1819-02-17us213-main, Citation(8,Cranch,229,-1), 1
-us-judgment-us-1819-02-17us230-main, Citation(4,Dall.,436,-1), 1
-us-judgment-us-1819-02-17us230-main, Citation(1,Johns.,517,-1), 1
